MID	START	END	TIME	F1	F2	F3	PAT	T1	T2	T3	T4	T5	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5
4917	2025/11/03 08:43:28	2025/11/03 08:58:02	874	1	39	2	50	21	75	198	59	170	1	0	1	0	1	5	0	5	0	4	5	0	3	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1
4918	2025/11/05 09:28:03	2025/11/05 09:35:10	427	1	37	2	50	21	75	198	59	170	1	1	1	1	0	5	3	4	2	0	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
4919	2025/11/03 14:56:34	2025/11/03 15:10:22	828	1	38	2	50	21	75	198	59	170	1	1	1	0	0	3	4	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4920	2025/11/05 20:23:40	2025/11/05 20:29:46	366	1	32	2	50	21	75	198	59	170	1	1	1	0	0	3	3	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
4921	2025/11/05 20:13:40	2025/11/05 20:26:43	783	1	49	3	50	21	75	198	59	170	1	1	0	1	0	4	4	0	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4922	2025/11/04 17:41:39	2025/11/04 17:52:18	639	1	44	3	50	21	75	198	59	170	1	0	1	1	0	3	0	3	5	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4923	2025/11/03 20:02:13	2025/11/03 20:10:55	522	1	41	3	50	21	75	198	59	170	1	0	0	1	1	4	0	0	3	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4924	2025/11/04 02:45:19	2025/11/04 02:55:21	602	1	48	3	50	21	75	198	59	170	0	1	1	1	0	0	4	3	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4925	2025/11/02 19:38:33	2025/11/02 19:49:33	660	1	41	3	50	21	75	198	59	170	1	1	0	1	0	5	5	0	3	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
4926	2025/11/04 14:26:18	2025/11/04 14:33:28	430	1	40	3	50	21	75	198	59	170	1	1	0	1	1	5	4	0	2	3	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
4927	2025/11/05 01:23:27	2025/11/05 01:28:50	323	1	40	3	50	21	75	198	59	170	1	1	0	0	1	3	5	0	0	4	0	3	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1
4928	2025/11/01 12:42:02	2025/11/01 12:56:43	881	1	40	3	50	21	75	198	59	170	1	1	0	1	0	5	4	0	3	0	5	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4929	2025/11/04 08:56:04	2025/11/04 09:10:44	880	1	41	3	50	21	75	198	59	170	1	1	1	1	1	5	5	4	3	3	5	3	4	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0
4930	2025/11/06 21:06:37	2025/11/06 21:15:33	536	1	45	3	50	21	75	198	59	170	1	1	1	1	0	3	3	2	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
4931	2025/11/06 06:18:26	2025/11/06 06:23:55	329	1	59	4	50	21	75	198	59	170	1	1	1	1	1	4	2	1	3	4	4	0	0	0	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
4932	2025/11/02 19:19:11	2025/11/02 19:28:26	555	1	54	4	50	21	75	198	59	170	1	1	1	1	1	3	4	4	4	3	0	5	4	5	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0
4933	2025/11/04 00:26:52	2025/11/04 00:41:10	858	1	59	4	50	21	75	198	59	170	1	1	1	1	0	4	4	4	3	0	4	5	4	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0
4934	2025/11/02 17:48:37	2025/11/02 18:03:25	888	1	57	4	50	21	75	198	59	170	1	1	1	1	1	5	5	3	4	4	4	5	0	4	4	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0
4935	2025/11/06 11:15:45	2025/11/06 11:22:36	411	1	56	4	50	21	75	198	59	170	1	1	1	0	1	5	4	3	0	2	4	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
4936	2025/11/07 05:20:38	2025/11/07 05:27:56	438	1	56	4	50	21	75	198	59	170	1	1	0	1	1	4	4	0	3	3	4	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0
4937	2025/11/06 08:59:25	2025/11/06 09:06:36	431	1	52	4	50	21	75	198	59	170	1	1	0	1	0	4	4	0	3	0	2	5	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0
4938	2025/11/06 16:41:04	2025/11/06 16:54:42	818	1	52	4	50	21	75	198	59	170	1	0	1	1	1	5	0	4	3	3	5	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
4939	2025/11/04 00:05:51	2025/11/04 00:15:41	590	1	52	4	50	21	75	198	59	170	1	1	1	1	1	5	4	2	3	3	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
4940	2025/11/03 03:56:49	2025/11/03 04:06:58	609	1	52	4	50	21	75	198	59	170	1	1	0	1	1	5	3	0	2	4	4	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4941	2025/11/05 00:22:15	2025/11/05 00:36:05	830	1	69	5	50	21	75	198	59	170	1	1	0	1	1	3	4	0	4	2	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0
4942	2025/11/02 03:21:32	2025/11/02 03:35:20	828	1	62	5	50	21	75	198	59	170	1	1	1	1	1	5	3	2	4	2	4	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
4943	2025/11/02 12:21:59	2025/11/02 12:29:52	473	1	62	5	50	21	75	198	59	170	1	1	1	0	1	4	3	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4944	2025/11/04 03:51:48	2025/11/04 03:56:12	264	1	66	5	50	21	75	198	59	170	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4945	2025/11/06 00:12:26	2025/11/06 00:16:48	262	1	64	5	50	21	75	198	59	170	1	1	1	1	1	3	4	2	4	3	0	2	0	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0
4946	2025/11/02 02:01:31	2025/11/02 02:07:08	337	1	63	5	50	21	75	198	59	170	0	1	1	1	1	0	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4947	2025/11/02 21:33:48	2025/11/02 21:46:21	753	1	69	5	50	21	75	198	59	170	1	1	0	1	1	5	4	0	3	5	4	5	0	0	4	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1
4948	2025/11/01 18:10:38	2025/11/01 18:22:44	726	1	64	5	50	21	75	198	59	170	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4949	2025/11/03 13:44:38	2025/11/03 13:49:57	319	1	63	5	50	21	75	198	59	170	1	1	1	1	1	4	3	5	4	4	3	0	5	5	5	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1
4950	2025/11/05 08:37:40	2025/11/05 08:49:34	714	1	61	5	50	21	75	198	59	170	1	1	1	0	0	5	3	5	0	0	4	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0
4951	2025/11/06 11:29:06	2025/11/06 11:40:09	663	2	28	1	50	21	75	198	59	170	1	0	1	0	0	3	0	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4952	2025/11/03 14:22:35	2025/11/03 14:28:40	365	2	29	1	50	21	75	198	59	170	0	1	1	1	0	0	5	4	4	0	0	4	5	4	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0
4953	2025/11/05 16:01:53	2025/11/05 16:13:32	699	2	21	1	50	21	75	198	59	170	1	0	0	1	0	5	0	0	5	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
4954	2025/11/06 05:13:23	2025/11/06 05:25:08	705	2	28	1	50	21	75	198	59	170	1	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4955	2025/11/01 18:14:02	2025/11/01 18:20:23	381	2	24	1	50	21	75	198	59	170	1	1	0	0	1	5	1	0	0	3	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4956	2025/11/02 02:30:06	2025/11/02 02:42:52	766	2	25	1	50	21	75	198	59	170	1	1	0	1	0	5	4	0	2	0	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4957	2025/11/05 00:58:09	2025/11/05 01:05:29	440	2	27	1	50	21	75	198	59	170	1	1	1	1	1	3	4	2	3	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4958	2025/11/05 09:58:06	2025/11/05 10:13:01	895	2	23	1	50	21	75	198	59	170	1	1	0	1	1	4	4	0	4	4	4	3	0	5	5	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0
4959	2025/11/06 17:11:20	2025/11/06 17:19:31	491	2	23	1	50	21	75	198	59	170	1	1	0	1	0	5	3	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4960	2025/11/02 17:52:46	2025/11/02 18:07:01	855	2	20	1	50	21	75	198	59	170	1	0	1	1	0	2	0	3	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4961	2025/11/04 11:31:20	2025/11/04 11:37:57	397	2	34	2	50	21	75	198	59	170	1	1	0	1	0	4	3	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
4962	2025/11/03 10:03:45	2025/11/03 10:08:50	305	2	35	2	50	21	75	198	59	170	0	1	1	1	1	0	4	4	5	3	0	1	5	5	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
4963	2025/11/03 12:53:17	2025/11/03 13:05:57	760	2	39	2	50	21	75	198	59	170	1	1	1	0	0	4	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4964	2025/11/04 12:11:05	2025/11/04 12:20:03	538	2	36	2	50	21	75	198	59	170	1	1	0	1	1	5	3	0	4	4	2	0	0	5	5	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1
4965	2025/11/02 10:46:05	2025/11/02 11:00:24	859	2	35	2	50	21	75	198	59	170	1	1	0	0	1	4	5	0	0	3	4	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
4966	2025/11/05 17:38:48	2025/11/05 17:50:08	680	2	38	2	50	21	75	198	59	170	1	0	0	0	1	4	0	0	0	4	5	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
4967	2025/11/04 03:09:12	2025/11/04 03:13:33	261	2	34	2	50	21	75	198	59	170	0	0	1	1	1	0	0	3	3	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4968	2025/11/06 10:47:03	2025/11/06 10:56:30	567	2	30	2	50	21	75	198	59	170	1	1	1	1	1	5	2	3	4	2	1	0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
4969	2025/11/04 17:27:00	2025/11/04 17:38:02	662	2	38	2	50	21	75	198	59	170	1	0	1	1	1	2	0	5	5	3	0	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0
4970	2025/11/06 04:11:16	2025/11/06 04:15:28	252	2	37	2	50	21	75	198	59	170	1	1	1	0	1	5	4	4	0	4	2	5	5	0	5	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1
4971	2025/11/05 07:53:12	2025/11/05 08:07:42	870	2	43	3	50	21	75	198	59	170	1	1	1	1	1	5	4	3	3	3	1	4	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4972	2025/11/02 23:35:00	2025/11/02 23:39:34	274	2	41	3	50	21	75	198	59	170	1	1	1	0	1	3	3	4	0	4	0	0	4	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
4973	2025/11/01 09:23:58	2025/11/01 09:36:15	737	2	42	3	50	21	75	198	59	170	1	1	0	1	1	5	3	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4974	2025/11/06 21:57:03	2025/11/06 22:06:30	567	2	49	3	50	21	75	198	59	170	0	1	1	0	1	0	5	4	0	3	0	3	3	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0
4975	2025/11/05 23:56:42	2025/11/06 00:05:26	524	2	49	3	50	21	75	198	59	170	1	1	1	1	0	5	2	4	3	0	4	0	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
4976	2025/11/05 09:52:21	2025/11/05 10:01:34	553	2	47	3	50	21	75	198	59	170	1	1	0	0	0	5	5	0	0	0	4	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0
4977	2025/11/05 14:19:54	2025/11/05 14:31:02	668	2	42	3	50	21	75	198	59	170	1	1	1	1	0	2	5	3	4	0	0	2	0	5	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0
4978	2025/11/06 18:19:02	2025/11/06 18:32:39	817	2	49	3	50	21	75	198	59	170	1	1	0	1	0	4	2	0	4	0	5	0	0	5	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
4979	2025/11/04 08:28:47	2025/11/04 08:40:57	730	2	47	3	50	21	75	198	59	170	1	0	0	1	1	4	0	0	4	3	5	0	0	5	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0
4980	2025/11/02 11:33:27	2025/11/02 11:40:40	433	2	47	3	50	21	75	198	59	170	1	1	0	1	1	5	4	0	4	4	5	2	0	4	4	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1
4981	2025/11/03 04:47:39	2025/11/03 05:01:23	824	2	59	4	50	21	75	198	59	170	1	1	1	1	1	4	2	2	2	4	4	0	0	0	5	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
4982	2025/11/02 02:08:08	2025/11/02 02:13:13	305	2	52	4	50	21	75	198	59	170	1	1	1	1	0	5	3	2	4	0	5	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
4983	2025/11/02 14:19:36	2025/11/02 14:27:54	498	2	53	4	50	21	75	198	59	170	1	1	0	1	1	4	5	0	3	2	4	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
4984	2025/11/06 14:45:45	2025/11/06 14:54:33	528	2	53	4	50	21	75	198	59	170	1	1	0	1	0	5	2	0	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
4985	2025/11/06 11:45:52	2025/11/06 11:50:50	298	2	52	4	50	21	75	198	59	170	1	1	0	0	0	5	4	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
4986	2025/11/01 18:43:59	2025/11/01 18:49:55	356	2	51	4	50	21	75	198	59	170	0	1	1	1	1	0	4	4	4	3	0	4	4	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
4987	2025/11/02 09:27:46	2025/11/02 09:41:10	804	2	59	4	50	21	75	198	59	170	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4988	2025/11/03 18:33:58	2025/11/03 18:47:10	792	2	57	4	50	21	75	198	59	170	1	1	0	0	0	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4989	2025/11/07 05:26:14	2025/11/07 05:40:02	828	2	59	4	50	21	75	198	59	170	0	1	0	1	1	0	4	0	4	3	0	2	0	5	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0
4990	2025/11/05 00:33:39	2025/11/05 00:38:32	293	2	54	4	50	21	75	198	59	170	1	1	1	1	1	5	5	4	5	2	2	5	2	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
4991	2025/11/06 20:42:20	2025/11/06 20:52:10	590	2	67	5	50	21	75	198	59	170	1	0	1	1	1	4	0	2	4	3	2	0	0	4	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
4992	2025/11/06 10:33:21	2025/11/06 10:43:39	618	2	69	5	50	21	75	198	59	170	1	1	1	1	1	4	4	3	4	2	2	4	0	5	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0
4993	2025/11/02 17:36:15	2025/11/02 17:41:42	327	2	65	5	50	21	75	198	59	170	1	1	0	1	1	4	5	0	4	4	4	5	0	1	4	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1
4994	2025/11/05 04:33:58	2025/11/05 04:41:04	426	2	65	5	50	21	75	198	59	170	1	1	0	1	1	3	3	0	4	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
4995	2025/11/02 01:27:50	2025/11/02 01:41:11	801	2	63	5	50	21	75	198	59	170	0	1	1	1	0	0	1	4	5	0	0	0	5	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
4996	2025/11/07 03:20:11	2025/11/07 03:25:57	346	2	68	5	50	21	75	198	59	170	1	1	0	1	1	4	4	0	3	5	5	4	0	0	4	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1
4997	2025/11/05 00:53:11	2025/11/05 00:58:27	316	2	61	5	50	21	75	198	59	170	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4998	2025/11/06 19:35:09	2025/11/06 19:46:14	665	2	65	5	50	21	75	198	59	170	0	1	0	1	0	0	4	0	4	0	0	2	0	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
4999	2025/11/05 12:09:26	2025/11/05 12:14:21	295	2	62	5	50	21	75	198	59	170	1	1	1	1	1	5	4	3	3	5	4	4	0	0	5	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0
5000	2025/11/01 10:04:27	2025/11/01 10:14:47	620	2	61	5	50	21	75	198	59	170	1	0	1	1	1	3	0	5	3	4	0	0	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
5001	2025/11/03 14:06:49	2025/11/03 14:11:58	309	1	26	1	51	12	18	181	266	148	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5002	2025/11/04 04:32:18	2025/11/04 04:46:19	841	1	28	1	51	12	18	181	266	148	1	1	1	1	1	4	4	3	2	3	2	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0
5003	2025/11/06 03:58:53	2025/11/06 04:03:01	248	1	22	1	51	12	18	181	266	148	1	1	0	0	0	5	4	0	0	0	5	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0
5004	2025/11/02 08:11:09	2025/11/02 08:16:30	321	1	24	1	51	12	18	181	266	148	1	0	1	0	1	3	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
5005	2025/11/05 16:19:58	2025/11/05 16:25:51	353	1	29	1	51	12	18	181	266	148	1	1	1	0	0	4	5	3	0	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
5006	2025/11/03 06:29:40	2025/11/03 06:37:13	453	1	29	1	51	12	18	181	266	148	1	1	1	0	0	4	4	3	0	0	3	5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
5007	2025/11/01 22:28:42	2025/11/01 22:43:17	875	1	29	1	51	12	18	181	266	148	1	1	0	0	1	5	5	0	0	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
5008	2025/11/03 20:36:23	2025/11/03 20:50:16	833	1	22	1	51	12	18	181	266	148	1	1	1	1	1	4	4	3	2	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
5009	2025/11/04 20:42:02	2025/11/04 20:56:18	856	1	24	1	51	12	18	181	266	148	1	0	1	1	1	4	0	4	4	4	5	0	5	5	5	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1
5010	2025/11/06 04:49:17	2025/11/06 05:03:46	869	1	26	1	51	12	18	181	266	148	1	0	1	0	0	5	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5011	2025/11/01 22:15:30	2025/11/01 22:27:12	702	1	31	2	51	12	18	181	266	148	1	1	1	0	0	2	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
5012	2025/11/06 14:44:29	2025/11/06 14:51:15	406	1	30	2	51	12	18	181	266	148	1	0	1	0	1	3	0	4	0	4	0	0	5	0	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
5013	2025/11/04 00:59:04	2025/11/04 01:07:31	507	1	36	2	51	12	18	181	266	148	1	0	0	1	1	4	0	0	4	2	2	0	0	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0
5014	2025/11/03 05:57:29	2025/11/03 06:10:02	753	1	33	2	51	12	18	181	266	148	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5015	2025/11/05 09:59:20	2025/11/05 10:06:09	409	1	30	2	51	12	18	181	266	148	1	1	1	0	1	4	4	3	0	3	5	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0
5016	2025/11/05 12:58:05	2025/11/05 13:05:33	448	1	35	2	51	12	18	181	266	148	1	1	1	0	0	4	5	4	0	0	4	4	5	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0
5017	2025/11/04 01:28:19	2025/11/04 01:34:40	381	1	35	2	51	12	18	181	266	148	1	0	0	1	1	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5018	2025/11/04 21:32:21	2025/11/04 21:44:48	747	1	36	2	51	12	18	181	266	148	1	1	1	0	1	5	5	4	0	2	5	2	5	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
5019	2025/11/02 21:55:24	2025/11/02 22:07:33	729	1	39	2	51	12	18	181	266	148	1	1	1	0	0	5	4	4	0	0	4	4	4	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0
5020	2025/11/05 10:38:46	2025/11/05 10:51:35	769	1	35	2	51	12	18	181	266	148	1	1	1	0	1	3	4	3	0	4	0	2	0	0	4	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1
5021	2025/11/03 08:44:56	2025/11/03 08:56:42	706	1	45	3	51	12	18	181	266	148	1	1	0	1	0	4	3	0	4	0	5	0	0	5	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
