MID	START	END	TIME	F1	F2t1	F3	PATt1	T1t1	T2t1	T3t1	T4t1	T5t1	Q1c1	Q1c2	Q1c3	Q1c4	Q1c5	Q2s1	Q2s2	Q2s3	Q2s4	Q2s5	Q3s1	Q3s2	Q3s3	Q3s4	Q3s5	Q4s1c1	Q4s1c2	Q4s1c3	Q4s1c4	Q4s1c5	Q4s2c1	Q4s2c2	Q4s2c3	Q4s2c4	Q4s2c5	Q4s3c1	Q4s3c2	Q4s3c3	Q4s3c4	Q4s3c5	Q4s4c1	Q4s4c2	Q4s4c3	Q4s4c4	Q4s4c5	Q4s5c1	Q4s5c2	Q4s5c3	Q4s5c4	Q4s5c5	STA	ê´ï 	îNóÓ 
4944	2025/11/04-03:51:48	2025/11/04-03:56:12	0:4:24	1	66	5	50	21	75	198	59	170	0	1	0	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	66
4945	2025/11/06-00:12:26	2025/11/06-00:16:48	0:4:22	1	64	5	50	21	75	198	59	170	1	1	1	1	1	3	4	2	4	3	0	2	0	5	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	COMP	1	64
4946	2025/11/02-02:01:31	2025/11/02-02:07:08	0:5:37	1	63	5	50	21	75	198	59	170	0	1	1	1	1	0	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	63
4947	2025/11/02-21:33:48	2025/11/02-21:46:21	0:12:33	1	69	5	50	21	75	198	59	170	1	1	0	1	1	5	4	0	3	5	4	5	0	0	4	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	COMP	1	69
4948	2025/11/01-18:10:38	2025/11/01-18:22:44	0:12:6	1	64	5	50	21	75	198	59	170	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	64
4949	2025/11/03-13:44:38	2025/11/03-13:49:57	0:5:19	1	63	5	50	21	75	198	59	170	1	1	1	1	1	4	3	5	4	4	3	0	5	5	5	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	COMP	1	63
4950	2025/11/05-08:37:40	2025/11/05-08:49:34	0:11:54	1	61	5	50	21	75	198	59	170	1	1	1	0	0	5	3	5	0	0	4	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	COMP	1	61
4951	2025/11/06-11:29:06	2025/11/06-11:40:09	0:11:3	2	28	1	50	21	75	198	59	170	1	0	1	0	0	3	0	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	COMP	2	28
4952	2025/11/03-14:22:35	2025/11/03-14:28:40	0:6:5	2	29	1	50	21	75	198	59	170	0	1	1	1	0	0	5	4	4	0	0	4	5	4	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	COMP	2	29
4953	2025/11/05-16:01:53	2025/11/05-16:13:32	0:11:39	2	21	1	50	21	75	198	59	170	1	0	0	1	0	5	0	0	5	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	COMP	2	21
4954	2025/11/06-05:13:23	2025/11/06-05:25:08	0:11:45	2	28	1	50	21	75	198	59	170	1	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	28
4955	2025/11/01-18:14:02	2025/11/01-18:20:23	0:6:21	2	24	1	50	21	75	198	59	170	1	1	0	0	1	5	1	0	0	3	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	24
4956	2025/11/02-02:30:06	2025/11/02-02:42:52	0:12:46	2	25	1	50	21	75	198	59	170	1	1	0	1	0	5	4	0	2	0	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	25
4957	2025/11/05-00:58:09	2025/11/05-01:05:29	0:7:20	2	27	1	50	21	75	198	59	170	1	1	1	1	1	3	4	2	3	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	27
4958	2025/11/05-09:58:06	2025/11/05-10:13:01	0:14:55	2	23	1	50	21	75	198	59	170	1	1	0	1	1	4	4	0	4	4	4	3	0	5	5	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	COMP	2	23
4959	2025/11/06-17:11:20	2025/11/06-17:19:31	0:8:11	2	23	1	50	21	75	198	59	170	1	1	0	1	0	5	3	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	23
4960	2025/11/02-17:52:46	2025/11/02-18:07:01	0:14:15	2	20	1	50	21	75	198	59	170	1	0	1	1	0	2	0	3	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	COMP	2	20
4961	2025/11/04-11:31:20	2025/11/04-11:37:57	0:6:37	2	34	2	50	21	75	198	59	170	1	1	0	1	0	4	3	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	2	34
4962	2025/11/03-10:03:45	2025/11/03-10:08:50	0:5:5	2	35	2	50	21	75	198	59	170	0	1	1	1	1	0	4	4	5	3	0	1	5	5	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	COMP	2	35
4963	2025/11/03-12:53:17	2025/11/03-13:05:57	0:12:40	2	39	2	50	21	75	198	59	170	1	1	1	0	0	4	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	39
4964	2025/11/04-12:11:05	2025/11/04-12:20:03	0:8:58	2	36	2	50	21	75	198	59	170	1	1	0	1	1	5	3	0	4	4	2	0	0	5	5	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	COMP	2	36
4965	2025/11/02-10:46:05	2025/11/02-11:00:24	0:14:19	2	35	2	50	21	75	198	59	170	1	1	0	0	1	4	5	0	0	3	4	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	COMP	2	35
4966	2025/11/05-17:38:48	2025/11/05-17:50:08	0:11:20	2	38	2	50	21	75	198	59	170	1	0	0	0	1	4	0	0	0	4	5	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	2	38
4967	2025/11/04-03:09:12	2025/11/04-03:13:33	0:4:21	2	34	2	50	21	75	198	59	170	0	0	1	1	1	0	0	3	3	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	COMP	2	34
4968	2025/11/06-10:47:03	2025/11/06-10:56:30	0:9:27	2	30	2	50	21	75	198	59	170	1	1	1	1	1	5	2	3	4	2	1	0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	COMP	2	30
4969	2025/11/04-17:27:00	2025/11/04-17:38:02	0:11:2	2	38	2	50	21	75	198	59	170	1	0	1	1	1	2	0	5	5	3	0	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	COMP	2	38
4970	2025/11/06-04:11:16	2025/11/06-04:15:28	0:4:12	2	37	2	50	21	75	198	59	170	1	1	1	0	1	5	4	4	0	4	2	5	5	0	5	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	COMP	2	37
4971	2025/11/05-07:53:12	2025/11/05-08:07:42	0:14:30	2	43	3	50	21	75	198	59	170	1	1	1	1	1	5	4	3	3	3	1	4	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	43
4972	2025/11/02-23:35:00	2025/11/02-23:39:34	0:4:34	2	41	3	50	21	75	198	59	170	1	1	1	0	1	3	3	4	0	4	0	0	4	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	COMP	2	41
4973	2025/11/01-09:23:58	2025/11/01-09:36:15	0:12:17	2	42	3	50	21	75	198	59	170	1	1	0	1	1	5	3	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	42
4974	2025/11/06-21:57:03	2025/11/06-22:06:30	0:9:27	2	49	3	50	21	75	198	59	170	0	1	1	0	1	0	5	4	0	3	0	3	3	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	COMP	2	49
4975	2025/11/05-23:56:42	2025/11/06-00:05:26	0:8:44	2	49	3	50	21	75	198	59	170	1	1	1	1	0	5	2	4	3	0	4	0	4	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	COMP	2	49
4976	2025/11/05-09:52:21	2025/11/05-10:01:34	0:9:13	2	47	3	50	21	75	198	59	170	1	1	0	0	0	5	5	0	0	0	4	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	COMP	2	47
4977	2025/11/05-14:19:54	2025/11/05-14:31:02	0:11:8	2	42	3	50	21	75	198	59	170	1	1	1	1	0	2	5	3	4	0	0	2	0	5	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	COMP	2	42
4978	2025/11/06-18:19:02	2025/11/06-18:32:39	0:13:37	2	49	3	50	21	75	198	59	170	1	1	0	1	0	4	2	0	4	0	5	0	0	5	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	COMP	2	49
4979	2025/11/04-08:28:47	2025/11/04-08:40:57	0:12:10	2	47	3	50	21	75	198	59	170	1	0	0	1	1	4	0	0	4	3	5	0	0	5	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	COMP	2	47
4980	2025/11/02-11:33:27	2025/11/02-11:40:40	0:7:13	2	47	3	50	21	75	198	59	170	1	1	0	1	1	5	4	0	4	4	5	2	0	4	4	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	COMP	2	47
4981	2025/11/03-04:47:39	2025/11/03-05:01:23	0:13:44	2	59	4	50	21	75	198	59	170	1	1	1	1	1	4	2	2	2	4	4	0	0	0	5	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	COMP	2	59
4982	2025/11/02-02:08:08	2025/11/02-02:13:13	0:5:5	2	52	4	50	21	75	198	59	170	1	1	1	1	0	5	3	2	4	0	5	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	COMP	2	52
4983	2025/11/02-14:19:36	2025/11/02-14:27:54	0:8:18	2	53	4	50	21	75	198	59	170	1	1	0	1	1	4	5	0	3	2	4	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	2	53
4984	2025/11/06-14:45:45	2025/11/06-14:54:33	0:8:48	2	53	4	50	21	75	198	59	170	1	1	0	1	0	5	2	0	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	2	53
4985	2025/11/06-11:45:52	2025/11/06-11:50:50	0:4:58	2	52	4	50	21	75	198	59	170	1	1	0	0	0	5	4	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	COMP	2	52
4986	2025/11/01-18:43:59	2025/11/01-18:49:55	0:5:56	2	51	4	50	21	75	198	59	170	0	1	1	1	1	0	4	4	4	3	0	4	4	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	COMP	2	51
4987	2025/11/02-09:27:46	2025/11/02-09:41:10	0:13:24	2	59	4	50	21	75	198	59	170	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	59
4988	2025/11/03-18:33:58	2025/11/03-18:47:10	0:13:12	2	57	4	50	21	75	198	59	170	1	1	0	0	0	4	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	2	57
4989	2025/11/07-05:26:14	2025/11/07-05:40:02	0:13:48	2	59	4	50	21	75	198	59	170	0	1	0	1	1	0	4	0	4	3	0	2	0	5	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	COMP	2	59
4990	2025/11/05-00:33:39	2025/11/05-00:38:32	0:4:53	2	54	4	50	21	75	198	59	170	1	1	1	1	1	5	5	4	5	2	2	5	2	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	COMP	2	54
4991	2025/11/06-20:42:20	2025/11/06-20:52:10	0:9:50	2	67	5	50	21	75	198	59	170	1	0	1	1	1	4	0	2	4	3	2	0	0	4	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	COMP	2	67
4992	2025/11/06-10:33:21	2025/11/06-10:43:39	0:10:18	2	69	5	50	21	75	198	59	170	1	1	1	1	1	4	4	3	4	2	2	4	0	5	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	COMP	2	69
4993	2025/11/02-17:36:15	2025/11/02-17:41:42	0:5:27	2	65	5	50	21	75	198	59	170	1	1	0	1	1	4	5	0	4	4	4	5	0	1	4	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	COMP	2	65
4994	2025/11/05-04:33:58	2025/11/05-04:41:04	0:7:6	2	65	5	50	21	75	198	59	170	1	1	0	1	1	3	3	0	4	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	COMP	2	65
4995	2025/11/02-01:27:50	2025/11/02-01:41:11	0:13:21	2	63	5	50	21	75	198	59	170	0	1	1	1	0	0	1	4	5	0	0	0	5	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	COMP	2	63
4996	2025/11/07-03:20:11	2025/11/07-03:25:57	0:5:46	2	68	5	50	21	75	198	59	170	1	1	0	1	1	4	4	0	3	5	5	4	0	0	4	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	COMP	2	68
4997	2025/11/05-00:53:11	2025/11/05-00:58:27	0:5:16	2	61	5	50	21	75	198	59	170	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	2	61
4998	2025/11/06-19:35:09	2025/11/06-19:46:14	0:11:5	2	65	5	50	21	75	198	59	170	0	1	0	1	0	0	4	0	4	0	0	2	0	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	COMP	2	65
4999	2025/11/05-12:09:26	2025/11/05-12:14:21	0:4:55	2	62	5	50	21	75	198	59	170	1	1	1	1	1	5	4	3	3	5	4	4	0	0	5	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	COMP	2	62
5000	2025/11/01-10:04:27	2025/11/01-10:14:47	0:10:20	2	61	5	50	21	75	198	59	170	1	0	1	1	1	3	0	5	3	4	0	0	3	0	5	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	COMP	2	61
5001	2025/11/03-14:06:49	2025/11/03-14:11:58	0:5:9	1	26	1	51	12	18	181	266	148	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	26
5002	2025/11/04-04:32:18	2025/11/04-04:46:19	0:14:1	1	28	1	51	12	18	181	266	148	1	1	1	1	1	4	4	3	2	3	2	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	COMP	1	28
5003	2025/11/06-03:58:53	2025/11/06-04:03:01	0:4:8	1	22	1	51	12	18	181	266	148	1	1	0	0	0	5	4	0	0	0	5	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	COMP	1	22
5004	2025/11/02-08:11:09	2025/11/02-08:16:30	0:5:21	1	24	1	51	12	18	181	266	148	1	0	1	0	1	3	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	COMP	1	24
5005	2025/11/05-16:19:58	2025/11/05-16:25:51	0:5:53	1	29	1	51	12	18	181	266	148	1	1	1	0	0	4	5	3	0	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	29
5006	2025/11/03-06:29:40	2025/11/03-06:37:13	0:7:33	1	29	1	51	12	18	181	266	148	1	1	1	0	0	4	4	3	0	0	3	5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	COMP	1	29
5007	2025/11/01-22:28:42	2025/11/01-22:43:17	0:14:35	1	29	1	51	12	18	181	266	148	1	1	0	0	1	5	5	0	0	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	COMP	1	29
5008	2025/11/03-20:36:23	2025/11/03-20:50:16	0:13:53	1	22	1	51	12	18	181	266	148	1	1	1	1	1	4	4	3	2	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	COMP	1	22
5009	2025/11/04-20:42:02	2025/11/04-20:56:18	0:14:16	1	24	1	51	12	18	181	266	148	1	0	1	1	1	4	0	4	4	4	5	0	5	5	5	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	COMP	1	24
5010	2025/11/06-04:49:17	2025/11/06-05:03:46	0:14:29	1	26	1	51	12	18	181	266	148	1	0	1	0	0	5	0	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	COMP	1	26
5011	2025/11/01-22:15:30	2025/11/01-22:27:12	0:11:42	1	31	2	51	12	18	181	266	148	1	1	1	0	0	2	5	3	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	31
5012	2025/11/06-14:44:29	2025/11/06-14:51:15	0:6:46	1	30	2	51	12	18	181	266	148	1	0	1	0	1	3	0	4	0	4	0	0	5	0	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	COMP	1	30
5013	2025/11/04-00:59:04	2025/11/04-01:07:31	0:8:27	1	36	2	51	12	18	181	266	148	1	0	0	1	1	4	0	0	4	2	2	0	0	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	COMP	1	36
5014	2025/11/03-05:57:29	2025/11/03-06:10:02	0:12:33	1	33	2	51	12	18	181	266	148	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	33
5015	2025/11/05-09:59:20	2025/11/05-10:06:09	0:6:49	1	30	2	51	12	18	181	266	148	1	1	1	0	1	4	4	3	0	3	5	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	COMP	1	30
5016	2025/11/05-12:58:05	2025/11/05-13:05:33	0:7:28	1	35	2	51	12	18	181	266	148	1	1	1	0	0	4	5	4	0	0	4	4	5	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	COMP	1	35
5017	2025/11/04-01:28:19	2025/11/04-01:34:40	0:6:21	1	35	2	51	12	18	181	266	148	1	0	0	1	1	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	35
5018	2025/11/04-21:32:21	2025/11/04-21:44:48	0:12:27	1	36	2	51	12	18	181	266	148	1	1	1	0	1	5	5	4	0	2	5	2	5	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	COMP	1	36
5019	2025/11/02-21:55:24	2025/11/02-22:07:33	0:12:9	1	39	2	51	12	18	181	266	148	1	1	1	0	0	5	4	4	0	0	4	4	4	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	COMP	1	39
5020	2025/11/05-10:38:46	2025/11/05-10:51:35	0:12:49	1	35	2	51	12	18	181	266	148	1	1	1	0	1	3	4	3	0	4	0	2	0	0	4	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	COMP	1	35
5021	2025/11/03-08:44:56	2025/11/03-08:56:42	0:11:46	1	45	3	51	12	18	181	266	148	1	1	0	1	0	4	3	0	4	0	5	0	0	5	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	COMP	1	45
5022	2025/11/03-08:31:27	2025/11/03-08:44:37	0:13:10	1	44	3	51	12	18	181	266	148	1	1	0	0	1	4	4	0	0	3	5	4	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	44
5023	2025/11/06-06:06:56	2025/11/06-06:11:26	0:4:30	1	49	3	51	12	18	181	266	148	1	0	0	0	1	4	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	COMP	1	49
5024	2025/11/03-04:24:34	2025/11/03-04:28:45	0:4:11	1	45	3	51	12	18	181	266	148	1	1	0	0	0	5	4	0	0	0	1	4	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	COMP	1	45
5025	2025/11/06-13:17:24	2025/11/06-13:21:35	0:4:11	1	49	3	51	12	18	181	266	148	0	1	1	0	1	0	3	2	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	COMP	1	49
5026	2025/11/03-01:29:13	2025/11/03-01:43:30	0:14:17	1	44	3	51	12	18	181	266	148	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	44
5027	2025/11/02-23:25:47	2025/11/02-23:39:46	0:13:59	1	49	3	51	12	18	181	266	148	1	1	1	0	1	5	5	2	0	3	5	5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	COMP	1	49
5028	2025/11/03-03:44:43	2025/11/03-03:56:02	0:11:19	1	41	3	51	12	18	181	266	148	1	1	1	0	1	3	4	2	0	4	0	5	0	0	4	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	COMP	1	41
5029	2025/11/02-09:55:34	2025/11/02-10:02:44	0:7:10	1	40	3	51	12	18	181	266	148	1	1	1	1	0	2	5	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	COMP	1	40
5030	2025/11/03-04:29:27	2025/11/03-04:35:00	0:5:33	1	40	3	51	12	18	181	266	148	0	1	1	0	0	0	4	4	0	0	0	4	4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	40
5031	2025/11/06-16:42:25	2025/11/06-16:48:52	0:6:27	1	52	4	51	12	18	181	266	148	1	0	1	0	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	COMP	1	52
5032	2025/11/07-03:17:53	2025/11/07-03:32:07	0:14:14	1	56	4	51	12	18	181	266	148	1	0	1	0	0	3	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	COMP	1	56
5033	2025/11/07-05:32:15	2025/11/07-05:36:44	0:4:29	1	59	4	51	12	18	181	266	148	1	1	1	0	1	5	5	2	0	3	4	5	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	59
5034	2025/11/07-06:37:53	2025/11/07-06:46:41	0:8:48	1	52	4	51	12	18	181	266	148	1	1	1	1	1	3	4	4	2	3	0	5	5	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	COMP	1	52
5035	2025/11/06-20:05:15	2025/11/06-20:09:22	0:4:7	1	50	4	51	12	18	181	266	148	1	1	1	1	1	4	4	4	3	3	1	4	5	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	COMP	1	50
5036	2025/11/04-10:01:49	2025/11/04-10:10:22	0:8:33	1	51	4	51	12	18	181	266	148	1	1	0	0	0	4	4	0	0	0	3	4	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	COMP	1	51
5037	2025/11/02-03:11:26	2025/11/02-03:16:54	0:5:28	1	56	4	51	12	18	181	266	148	1	1	1	0	0	4	4	4	0	0	3	4	4	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	COMP	1	56
5038	2025/11/06-09:24:59	2025/11/06-09:35:31	0:10:32	1	59	4	51	12	18	181	266	148	1	0	1	0	1	5	0	3	0	4	4	0	0	0	5	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	COMP	1	59
5039	2025/11/03-19:48:25	2025/11/03-19:56:53	0:8:28	1	51	4	51	12	18	181	266	148	0	1	0	0	1	0	5	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	COMP	1	51
